"","country","year","month","lat","lon","species"
"11590","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11591","United States",2014,5,28.46,-84.33,"Pterois volitans"
"11592","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11593","United States",2014,5,29.347,-88.113,"Pterois volitans"
"11594","United States",2014,5,24.56504,-81.8024,"Pterois volitans"
"11595","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11596","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11597","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11598","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11599","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11600","United States",2014,5,30.07073,-87.0353,"Pterois volitans"
"11601","United States",2014,5,24.70708,-81.11346,"Pterois volitans"
"11602","United States",2014,5,27.154,-83,"Pterois volitans"
"11603","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11604","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11605","United States",2014,5,27.55,-83.04,"Pterois volitans"
"11606","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11607","United States",2014,5,27.25,-83.03,"Pterois volitans"
"11608","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11609","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11610","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11611","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11612","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11613","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11614","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11615","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11616","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11617","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11618","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11619","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11620","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11621","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11622","United States",2014,5,28.2299,-91.125,"Pterois volitans"
"11623","United States",2014,5,30.04683,-86.09217,"Pterois volitans"
"11624","United States",2014,5,27.04,-82.83,"Pterois volitans"
"11625","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11626","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11627","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11628","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11629","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11630","United States",2014,5,26.20025,-80.06667,"Pterois volitans"
"11631","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11632","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11633","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11634","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11635","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11636","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11637","United States",2014,5,27.154,-83,"Pterois volitans"
"11638","United States",2014,5,28.2299,-91.125,"Pterois volitans"
"11639","United States",2014,5,27.04,-82.83,"Pterois volitans"
"11640","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11641","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11642","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11643","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11644","United States",2014,5,27.25,-83.03,"Pterois volitans"
"11645","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11646","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11647","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11648","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11649","United States",2014,5,25.147,-80.253,"Pterois volitans"
"11650","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11651","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11652","United States",2014,5,30.15,-87.23,"Pterois volitans"
"11653","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11654","United States",2014,5,27.04,-82.83,"Pterois volitans"
"11655","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11656","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11657","United States",2014,5,27.7,-83.18,"Pterois volitans"
"11658","United States",2014,5,27.5,-83.095,"Pterois volitans"
"11659","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11660","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11661","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11662","United States",2014,5,27.04,-82.83,"Pterois volitans"
"11663","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11664","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11665","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11666","United States",2014,5,28.46,-84.33,"Pterois volitans"
"11667","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11668","United States",2014,5,27.04,-82.83,"Pterois volitans"
"11669","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11670","United States",2014,5,27.7,-83.28,"Pterois volitans"
"11671","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11672","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11673","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11674","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11675","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11676","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11677","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11678","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11679","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11680","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11681","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11682","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11683","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11684","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11685","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11686","United States",2014,5,27.154,-83,"Pterois volitans"
"11687","United States",2014,5,25.147,-80.25317,"Pterois volitans"
"11688","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11689","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11690","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11691","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11692","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11693","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11694","United States",2014,5,27.4,-83.3,"Pterois volitans"
"11695","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11696","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11697","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11698","United States",2014,5,27.86,-83.03,"Pterois volitans"
"11699","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11700","United States",2014,5,28.06,-84.24,"Pterois volitans"
"11701","United States",2014,5,27.154,-83,"Pterois volitans"
"11702","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11703","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11704","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11705","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11706","United States",2014,5,27.25,-83.03,"Pterois volitans"
"11707","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11708","United States",2014,5,29.95,-87.44,"Pterois volitans"
"11709","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11710","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11711","United States",2014,5,28.46,-84.33,"Pterois volitans"
"11712","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11713","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11714","United States",2014,5,27.67,-83.39,"Pterois volitans"
"11715","United States",2014,5,30.078,-87.198,"Pterois volitans"
"11716","United States",2014,5,28.08,-84.36,"Pterois volitans"
"11717","United States",2014,5,27.154,-83,"Pterois volitans"
"11718","United States",2014,5,28.08,-84.36,"Pterois volitans"
"NA.232",NA,NA,NA,NA,NA,NA
"11759","United States",2014,6,24.6633,-81.0994,"Pterois volitans"
"11760","United States",2014,6,24.6633,-81.0991,"Pterois volitans"
"11761","United States",2014,6,24.60077,-81.24926,"Pterois volitans"
"11762","United States",2014,6,24.6633,-81.0991,"Pterois volitans"
"11763","United States",2014,6,24.6683,-81.0688,"Pterois volitans"
"11764","United States",2014,6,24.6722,-81.063,"Pterois volitans"
"11765","United States",2014,6,24.6325,-81.0887,"Pterois volitans"
"11766","United States",2014,6,24.6325,-81.0889,"Pterois volitans"
